Field name,Course code///Vakcode,Course name///Vaknaam,Link,Sustainable course?///Duurzaam vak?,Level///Niveau,Faculty///Faculteit,Program,SDGs///SDG's,Comments///Toelichting,comparison_status,color,sdgs_chatgpt,sdgs_manual,Internal comments
FALSE,4052FYSCK,Fysische Chemie en Kinetiek (FCK),,No,BSc,,,[],DB-22-23.csv,only_manual,BROWN,[],[],comparison_status=only_manual;color=BROWN;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,4052FYSTR,Physical Transport Phenomena (FTV),,No,BSc,,,[],DB-22-23.csv,only_manual,BROWN,[],[],comparison_status=only_manual;color=BROWN;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,4052KATAL,Katalyse (KAT),,No,BSc,,,[],DB-22-23.csv,only_manual,BROWN,[],[],comparison_status=only_manual;color=BROWN;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,4052LADIF,Lineaire algebra en differentiaalvergelijkingen,,No,BSc,,,[],DB-22-23.csv,only_manual,BROWN,[],[],comparison_status=only_manual;color=BROWN;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,4052LEON2,Research Project 2,,No,BSc,,,[],DB-22-23.csv,only_manual,BROWN,[],[],comparison_status=only_manual;color=BROWN;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,4052LEON3,Chemisch productontwerp,,No,BSc,,,[],DB-22-23.csv,only_manual,BROWN,[],[],comparison_status=only_manual;color=BROWN;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,4052LEON4,Bachelor Thesis Project,,No,BSc,,,[],DB-22-23.csv,only_manual,BROWN,[],[],comparison_status=only_manual;color=BROWN;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,4052NUMT3,Numerieke Technieken,,No,BSc,,,[],DB-22-23.csv,only_manual,BROWN,[],[],comparison_status=only_manual;color=BROWN;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,4052ORGC2,Organische Chemie 2 (OC 2),,No,BSc,,,[],DB-22-23.csv,only_manual,BROWN,[],[],comparison_status=only_manual;color=BROWN;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,4052SCHTE,Scheidingstechnologie,,No,BSc,,,[],DB-22-23.csv,only_manual,BROWN,[],[],comparison_status=only_manual;color=BROWN;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,4052STAME,Statistische Methoden (STM),,No,BSc,,,[],DB-22-23.csv,only_manual,BROWN,[],[],comparison_status=only_manual;color=BROWN;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,4052STEVM,Structuur en eigenschappen van materialen,,No,BSc,,,[],DB-22-23.csv,only_manual,BROWN,[],[],comparison_status=only_manual;color=BROWN;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,4052STTS6,Statistische thermodynamica / Spectroscopie,,No,BSc,,,[],DB-22-23.csv,only_manual,BROWN,[],[],comparison_status=only_manual;color=BROWN;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,4052THECH,Theoretische Chemie 1,,No,BSc,,,[],DB-22-23.csv,only_manual,BROWN,[],[],comparison_status=only_manual;color=BROWN;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,4403TGR64,Theory of General Relativity,,No,BSc,,,[],DB-22-23.csv,only_manual,BROWN,[],[],comparison_status=only_manual;color=BROWN;sdgs_chatgpt=[];sdgs_manual=[]
TRUE,4413EASYS,Earth System,,Yes,MSc,,,"[13, 14, 15]",DB-22-23.csv,only_manual,BROWN,[],"[13, 14, 15]","comparison_status=only_manual;color=BROWN;sdgs_chatgpt=[];sdgs_manual=[13, 14, 15]"
TRUE,4413EIOAT,Environmental Input-Output Analysis,,Yes,MSc,,,"[12, 13]",DB-22-23.csv,only_manual,BROWN,[],"[12, 13]","comparison_status=only_manual;color=BROWN;sdgs_chatgpt=[];sdgs_manual=[12, 13]"
TRUE,4413GIS20,GIS: Spatial analysis in urban regions,,Yes,MSc,,,"[11, 12, 13, 15]",DB-22-23.csv,only_manual,BROWN,[],"[11, 12, 13, 15]","comparison_status=only_manual;color=BROWN;sdgs_chatgpt=[];sdgs_manual=[11, 12, 13, 15]"
FALSE,4413IECS2Y,Industrial Ecology Capita Selecta Module 2-6 EC,,No,MSc,,,[],DB-22-23.csv,only_manual,BROWN,[],[],comparison_status=only_manual;color=BROWN;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,4413IECS3Y,Industrial Ecology Capita Selecta Module,,No,MSc,,,[],DB-22-23.csv,only_manual,BROWN,[],[],comparison_status=only_manual;color=BROWN;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,4413IECS4Y,Industrial Ecology Capita Selecta Module,,No,MSc,,,[],DB-22-23.csv,only_manual,BROWN,[],[],comparison_status=only_manual;color=BROWN;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,4413IECS5Y,Industrial Ecology Capita Selecta Module,,No,MSc,,,[],DB-22-23.csv,only_manual,BROWN,[],[],comparison_status=only_manual;color=BROWN;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,4413IECS6Y,Industrial Ecology Capita Selecta Module,,No,MSc,,,[],DB-22-23.csv,only_manual,BROWN,[],[],comparison_status=only_manual;color=BROWN;sdgs_chatgpt=[];sdgs_manual=[]
TRUE,4413INTPR,Integrated Project: Industrial and Urban Systems,,Yes,MSc,,,"[7, 9, 11, 12, 13]",DB-22-23.csv,only_manual,BROWN,[],"[7, 9, 11, 12, 13]","comparison_status=only_manual;color=BROWN;sdgs_chatgpt=[];sdgs_manual=[7, 9, 11, 12, 13]"
TRUE,4413LCA10,LCA Practice & Reporting,,Yes,MSc,,,"[12, 13, 15]",DB-22-23.csv,only_manual,BROWN,[],"[12, 13, 15]","comparison_status=only_manual;color=BROWN;sdgs_chatgpt=[];sdgs_manual=[12, 13, 15]"
FALSE,4413MAPPT,Methods: Analysing Physical Processes,,No,MSc,,,[],DB-22-23.csv,only_manual,BROWN,[],[],comparison_status=only_manual;color=BROWN;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,4413MASPL,Methods: Analysing Social Processes,,No,MSc,,,[],DB-22-23.csv,only_manual,BROWN,[],[],comparison_status=only_manual;color=BROWN;sdgs_chatgpt=[];sdgs_manual=[]
TRUE,4413MFA20,Material Flow Analysis,,Yes,MSc,,,"[12, 13, 15]",DB-22-23.csv,only_manual,BROWN,[],"[12, 13, 15]","comparison_status=only_manual;color=BROWN;sdgs_chatgpt=[];sdgs_manual=[12, 13, 15]"
TRUE,4413MFAII,Material Flow Analysis II,,Yes,MSc,,,"[12, 13]",DB-22-23.csv,only_manual,BROWN,[],"[12, 13]","comparison_status=only_manual;color=BROWN;sdgs_chatgpt=[];sdgs_manual=[12, 13]"
FALSE,4413SDIEL,System Design for Industrial Ecology,,No,MSc,,,[],DB-22-23.csv,only_manual,BROWN,[],[],comparison_status=only_manual;color=BROWN;sdgs_chatgpt=[];sdgs_manual=[]
TRUE,4413SOCMB,Societys Metabolism,,Yes,MSc,,,"[12, 13, 15]",DB-22-23.csv,only_manual,BROWN,[],"[12, 13, 15]","comparison_status=only_manual;color=BROWN;sdgs_chatgpt=[];sdgs_manual=[12, 13, 15]"
FALSE,4413SUSAP,Sustainability Analysis in Python,,No,MSc,,,[],DB-22-23.csv,only_manual,BROWN,[],[],comparison_status=only_manual;color=BROWN;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,4413SUSCH,Sustainability Challenge,,No,MSc,,,[],DB-22-23.csv,only_manual,BROWN,[],[],comparison_status=only_manual;color=BROWN;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,4413THPRC,Thesis Preparation Course,,No,MSc,,,[],DB-22-23.csv,only_manual,BROWN,[],[],comparison_status=only_manual;color=BROWN;sdgs_chatgpt=[];sdgs_manual=[]
TRUE,4413TRIGL,"Transitions, Innovation & Governance",,Yes,MSc,,,"[9, 11, 12, 13]",DB-22-23.csv,only_manual,BROWN,[],"[9, 11, 12, 13]","comparison_status=only_manual;color=BROWN;sdgs_chatgpt=[];sdgs_manual=[9, 11, 12, 13]"
FALSE,4413TRP30Y,Thesis Research Project,,No,MSc,,,[],DB-22-23.csv,only_manual,BROWN,[],[],comparison_status=only_manual;color=BROWN;sdgs_chatgpt=[];sdgs_manual=[]
TRUE,AE1108-I,Aerospace Materials,,Yes,BSc,,,"[9, 12, 13]",DB-22-23.csv,only_manual,BROWN,[],"[9, 12, 13]","comparison_status=only_manual;color=BROWN;sdgs_chatgpt=[];sdgs_manual=[9, 12, 13]"
FALSE,AE1108-II,Aerospace Mechanics of Materials,,No,BSc,,,[],DB-22-23.csv,only_manual,BROWN,[],[],comparison_status=only_manual;color=BROWN;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,AE1110-I,Introduction to Aerospace Engineering I,,No,BSc,,,[],DB-22-23.csv,only_manual,BROWN,[],[],comparison_status=only_manual;color=BROWN;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,AE1110-II,Introduction to Aerospace Engineering II,,No,BSc,,,[],DB-22-23.csv,only_manual,BROWN,[],[],comparison_status=only_manual;color=BROWN;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,AE1111-I,Exploring Aerospace Engineering,,No,BSc,,,[],DB-22-23.csv,only_manual,BROWN,[],[],comparison_status=only_manual;color=BROWN;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,AE1111-II,Engineering Drawing,,No,BSc,,,[],DB-22-23.csv,only_manual,BROWN,[],[],comparison_status=only_manual;color=BROWN;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,AE1130-I,Statics,,No,BSc,,,[],DB-22-23.csv,only_manual,BROWN,[],[],comparison_status=only_manual;color=BROWN;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,AE1130-II,Dynamics,,No,BSc,,,[],DB-22-23.csv,only_manual,BROWN,[],[],comparison_status=only_manual;color=BROWN;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,AE1205,Programming & Scientific Computing in Python for AE1,,No,BSc,,,[],DB-22-23.csv,only_manual,BROWN,[],[],comparison_status=only_manual;color=BROWN;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,AE1222-I,Design & Construction,,No,BSc,,,[],DB-22-23.csv,only_manual,BROWN,[],[],comparison_status=only_manual;color=BROWN;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,AE1222-II,Aerospace Design & Systems Engineering Elements,,No,BSc,,,[],DB-22-23.csv,only_manual,BROWN,[],[],comparison_status=only_manual;color=BROWN;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,AE1241,Physics,,No,BSc,,,[],DB-22-23.csv,only_manual,BROWN,[],[],comparison_status=only_manual;color=BROWN;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,AE2111,Aerospace System Design,,No,BSc,,,[],DB-22-23.csv,only_manual,BROWN,[],[],comparison_status=only_manual;color=BROWN;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,AE2130-I,Aerodynamics I,,No,BSc,,,[],DB-22-23.csv,only_manual,BROWN,[],[],comparison_status=only_manual;color=BROWN;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,AE2130-II,Low Speed Wind Tunnel Test,,No,BSc,,,[],DB-22-23.csv,only_manual,BROWN,[],[],comparison_status=only_manual;color=BROWN;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,AE2135-I,Structural Analysis & Design,,No,BSc,,,[],DB-22-23.csv,only_manual,BROWN,[],[],comparison_status=only_manual;color=BROWN;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,AE2135-II,Vibrations,,No,BSc,,,[],DB-22-23.csv,only_manual,BROWN,[],[],comparison_status=only_manual;color=BROWN;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,AE2220-I,Applied Numerical Analysis,,No,BSc,,,[],DB-22-23.csv,only_manual,BROWN,[],[],comparison_status=only_manual;color=BROWN;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,AE2220-II,Computational Modelling,,No,BSc,,,[],DB-22-23.csv,only_manual,BROWN,[],[],comparison_status=only_manual;color=BROWN;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,AE2224-I,"Test, Analysis & Simulation",,No,BSc,,,[],DB-22-23.csv,only_manual,BROWN,[],[],comparison_status=only_manual;color=BROWN;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,AE2230-I,Flight & Orbital Mechanics,,No,BSc,,,[],DB-22-23.csv,only_manual,BROWN,[],[],comparison_status=only_manual;color=BROWN;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,AE2230-II,Propulsion & Power,,No,BSc,,,[],DB-22-23.csv,only_manual,BROWN,[],[],comparison_status=only_manual;color=BROWN;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,AE2235-I,Aerospace Systems & Control Theory,,No,BSc,,,[],DB-22-23.csv,only_manual,BROWN,[],[],comparison_status=only_manual;color=BROWN;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,AE2235-II,Signal Analysis and Telecommunication Principles,,No,BSc,,,[],DB-22-23.csv,only_manual,BROWN,[],[],comparison_status=only_manual;color=BROWN;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,AE3200,Design Synthesis,,No,BSc,,,[],DB-22-23.csv,only_manual,BROWN,[],[],comparison_status=only_manual;color=BROWN;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,AE3211-I,Systems Engineering & Aerospace Design,,No,BSc,,,[],DB-22-23.csv,only_manual,BROWN,[],[],comparison_status=only_manual;color=BROWN;sdgs_chatgpt=[];sdgs_manual=[]
TRUE,AE3211-II,Production of Aerospace Systems,,Yes,BSc,,,"[9, 12]",DB-22-23.csv,only_manual,BROWN,[],"[9, 12]","comparison_status=only_manual;color=BROWN;sdgs_chatgpt=[];sdgs_manual=[9, 12]"
FALSE,AE3212-I,"Aerospace Flight Dynamics & Simulation, including Flight Test",,No,BSc,,,[],DB-22-23.csv,only_manual,BROWN,[],[],comparison_status=only_manual;color=BROWN;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,AE3212-II,"Simulation, Verification & Validation",,No,BSc,,,[],DB-22-23.csv,only_manual,BROWN,[],[],comparison_status=only_manual;color=BROWN;sdgs_chatgpt=[];sdgs_manual=[]
TRUE,AE3501-19,Air Transportation,,Yes,Minor,,,"[9, 11, 13]",DB-22-23.csv,only_manual,BROWN,[],"[9, 11, 13]","comparison_status=only_manual;color=BROWN;sdgs_chatgpt=[];sdgs_manual=[9, 11, 13]"
FALSE,AE3502-14,"Airport Planning, Design and Operations",,No,Minor,,,[],DB-22-23.csv,only_manual,BROWN,[],[],comparison_status=only_manual;color=BROWN;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,AE3503,Strategic Planning for Airport Systems,,No,Minor,,,[],DB-22-23.csv,only_manual,BROWN,[],[],comparison_status=only_manual;color=BROWN;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,AE3512-20,Asset Management,,No,Minor,,,[],DB-22-23.csv,only_manual,BROWN,[],[],comparison_status=only_manual;color=BROWN;sdgs_chatgpt=[];sdgs_manual=[]
TRUE,AE3513,Integratieopdracht,,Yes,Minor,,,"[7, 13, 14]",DB-22-23.csv,only_manual,BROWN,[],"[7, 13, 14]","comparison_status=only_manual;color=BROWN;sdgs_chatgpt=[];sdgs_manual=[7, 13, 14]"
TRUE,AE3515,Basics of Aeroacoustics for Wind Energy,,Yes,Minor,,,"[7, 9, 11]",DB-22-23.csv,only_manual,BROWN,[],"[7, 9, 11]","comparison_status=only_manual;color=BROWN;sdgs_chatgpt=[];sdgs_manual=[7, 9, 11]"
TRUE,AE3516A,Fundamentals of Wind Energy I,,Yes,Minor,,,"[7, 9, 13]",DB-22-23.csv,only_manual,BROWN,[],"[7, 9, 13]","comparison_status=only_manual;color=BROWN;sdgs_chatgpt=[];sdgs_manual=[7, 9, 13]"
TRUE,AE3516B,Fundamentals of Wind Energy II,,Yes,Minor,,,"[7, 9, 13]",DB-22-23.csv,only_manual,BROWN,[],"[7, 9, 13]","comparison_status=only_manual;color=BROWN;sdgs_chatgpt=[];sdgs_manual=[7, 9, 13]"
FALSE,AE3522UL,Fundamentals of Astronomy,,No,Minor,,,[],DB-22-23.csv,only_manual,BROWN,[],[],comparison_status=only_manual;color=BROWN;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,AE3523,Planetary Sciences,,No,Minor,,,[],DB-22-23.csv,only_manual,BROWN,[],[],comparison_status=only_manual;color=BROWN;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,AE3524,Spacecraft Design and Astrodynamics,,No,Minor,,,[],DB-22-23.csv,only_manual,BROWN,[],[],comparison_status=only_manual;color=BROWN;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,AE3526,Project Design and Analysis,,No,Minor,,,[],DB-22-23.csv,only_manual,BROWN,[],[],comparison_status=only_manual;color=BROWN;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,AE3527UL,Scientific Case Study,,No,Minor,,,[],DB-22-23.csv,only_manual,BROWN,[],[],comparison_status=only_manual;color=BROWN;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,AE3528,Engineering Case Study,,No,Minor,,,[],DB-22-23.csv,only_manual,BROWN,[],[],comparison_status=only_manual;color=BROWN;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,AE3529,Space Instrumentation,,No,Minor,,,[],DB-22-23.csv,only_manual,BROWN,[],[],comparison_status=only_manual;color=BROWN;sdgs_chatgpt=[];sdgs_manual=[]
TRUE,AE4006,Sustainability in Engineering,,Yes,MSc,,,"[4, 9, 11, 12]",DB-22-23.csv,only_manual,BROWN,[],"[4, 9, 11, 12]","comparison_status=only_manual;color=BROWN;sdgs_chatgpt=[];sdgs_manual=[4, 9, 11, 12]"
FALSE,AE4010,Research Methodologies,,No,MSc,,,[],DB-22-23.csv,only_manual,BROWN,[],[],comparison_status=only_manual;color=BROWN;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,AE4115,Experimental Simulations,,No,MSc,,,[],DB-22-23.csv,only_manual,BROWN,[],[],comparison_status=only_manual;color=BROWN;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,AE4117,Fluid-Structure Interaction,,No,MSc,,,[],DB-22-23.csv,only_manual,BROWN,[],[],comparison_status=only_manual;color=BROWN;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,AE4120,Viscous Flows,,No,MSc,,,[],DB-22-23.csv,only_manual,BROWN,[],[],comparison_status=only_manual;color=BROWN;sdgs_chatgpt=[];sdgs_manual=[]
TRUE,AE4130-22,Aircraft Aerodynamics,,Yes,MSc,,,"[9, 11]",DB-22-23.csv,only_manual,BROWN,[],"[9, 11]","comparison_status=only_manual;color=BROWN;sdgs_chatgpt=[];sdgs_manual=[9, 11]"
FALSE,AE4135,Rotor / wake Aerodynamics,,No,MSc,,,[],DB-22-23.csv,only_manual,BROWN,[],[],comparison_status=only_manual;color=BROWN;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,AE4136-22,CFD 2: Discretization techniques,,No,MSc,,,[],DB-22-23.csv,only_manual,BROWN,[],[],comparison_status=only_manual;color=BROWN;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,AE4138-18,CFD 4: Uncertainty Quantification,,No,MSc,,,[],DB-22-23.csv,only_manual,BROWN,[],[],comparison_status=only_manual;color=BROWN;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,AE4139,CFD 3: Large Eddy Simulation,,No,MSc,,,[],DB-22-23.csv,only_manual,BROWN,[],[],comparison_status=only_manual;color=BROWN;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,AE4140,Gas Dynamics,,No,MSc,,,[],DB-22-23.csv,only_manual,BROWN,[],[],comparison_status=only_manual;color=BROWN;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,AE4143,Hypersonic Aerodynamics,,No,MSc,,,[],DB-22-23.csv,only_manual,BROWN,[],[],comparison_status=only_manual;color=BROWN;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,AE4180,Flow Measurement Techniques,,No,MSc,,,[],DB-22-23.csv,only_manual,BROWN,[],[],comparison_status=only_manual;color=BROWN;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,AE4185,Fluid Flow Data Processing and Visualization,,No,MSc,,,[],DB-22-23.csv,only_manual,BROWN,[],[],comparison_status=only_manual;color=BROWN;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,AE4202,CFD for Aerospace Engineers,,No,MSc,,,[],DB-22-23.csv,only_manual,BROWN,[],[],comparison_status=only_manual;color=BROWN;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,AE4204,Knowledge Based Engineering,,No,MSc,,,[],DB-22-23.csv,only_manual,BROWN,[],[],comparison_status=only_manual;color=BROWN;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,AE4205,MDO for Aerospace Applications,,No,MSc,,,[],DB-22-23.csv,only_manual,BROWN,[],[],comparison_status=only_manual;color=BROWN;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,AE4206,Turbomachinery,,No,MSc,,,[],DB-22-23.csv,only_manual,BROWN,[],[],comparison_status=only_manual;color=BROWN;sdgs_chatgpt=[];sdgs_manual=[]
TRUE,AE4238,Aero Engine Technology,,Yes,MSc,,,"[7, 9, 13]",DB-22-23.csv,only_manual,BROWN,[],"[7, 9, 13]","comparison_status=only_manual;color=BROWN;sdgs_chatgpt=[];sdgs_manual=[7, 9, 13]"
FALSE,AE4240,Advanced Aircraft Design I,,No,MSc,,,[],DB-22-23.csv,only_manual,BROWN,[],[],comparison_status=only_manual;color=BROWN;sdgs_chatgpt=[];sdgs_manual=[]
