Field name,Course code///Vakcode,Course name///Vaknaam,Link,Sustainable course?///Duurzaam vak?,Level///Niveau,Faculty///Faculteit,Program,SDGs///SDG's,Comments///Toelichting,comparison_status,color,sdgs_chatgpt,sdgs_manual,Internal comments
TRUE,4052CHBIO,Chemical Biotechnology,https://studiegids.tudelft.nl/courses/study-guide/educations/17188,Yes,BSc,Applied Sciences,,"[7, 9, 12, 13]",AS.csv,mismatch,ORANGE,"[12, 13]","[7, 9, 12, 13]","comparison_status=mismatch;color=ORANGE;sdgs_chatgpt=[12, 13];sdgs_manual=[7, 9, 12, 13]"
FALSE,4052CHFVS,Chemistry and Physics of Solid Materials,https://studiegids.tudelft.nl/courses/study-guide/educations/17180,No,BSc,Applied Sciences,,[],,only_chatgpt,RED,[],[],comparison_status=only_chatgpt;color=RED;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,4052CHREK,Chemical Reactor Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/17196,No,BSc,Applied Sciences,,[],,only_chatgpt,RED,[],[],comparison_status=only_chatgpt;color=RED;sdgs_chatgpt=[];sdgs_manual=[]
TRUE,4052ENRV6,"Energy, Recycling and Safety",https://studiegids.tudelft.nl/courses/study-guide/educations/17174,Yes,BSc,Applied Sciences,,"[7, 8, 9, 12, 13]",AS.csv,mismatch,ORANGE,"[7, 9, 12, 13]","[7, 8, 9, 12, 13]","comparison_status=mismatch;color=ORANGE;sdgs_chatgpt=[7, 9, 12, 13];sdgs_manual=[7, 8, 9, 12, 13]"
TRUE,4052FYSC6,Physiological Chemistry,https://studiegids.tudelft.nl/courses/study-guide/educations/17185,Yes,BSc,Applied Sciences,,[3],AS.csv,match,GREEN,[3],[3],comparison_status=match;color=GREEN;sdgs_chatgpt=[3];sdgs_manual=[3]
TRUE,4052FYSCK,Physical Chemistry and Kinetics,https://studiegids.tudelft.nl/courses/study-guide/educations/17175,Yes,BSc,Applied Sciences,,[7],AS.csv,mismatch,ORANGE,[],[7],comparison_status=mismatch;color=ORANGE;sdgs_chatgpt=[];sdgs_manual=[7]
FALSE,4052FYSTR,Physical Transport Phenomena,https://studiegids.tudelft.nl/courses/study-guide/educations/17181,No,BSc,Applied Sciences,,[],,only_chatgpt,RED,[],[],comparison_status=only_chatgpt;color=RED;sdgs_chatgpt=[];sdgs_manual=[]
TRUE,4052KATAL,Catalysis,https://studiegids.tudelft.nl/courses/study-guide/educations/17176,Yes,BSc,Applied Sciences,,[9],AS.csv,match,GREEN,[9],[9],comparison_status=match;color=GREEN;sdgs_chatgpt=[9];sdgs_manual=[9]
FALSE,4052LADIF,Linear Algebra and Differential Equations,https://studiegids.tudelft.nl/courses/study-guide/educations/17182,No,BSc,Applied Sciences,,[],,only_chatgpt,RED,[],[],comparison_status=only_chatgpt;color=RED;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,4052LEON2,Research Project 2,https://studiegids.tudelft.nl/courses/study-guide/educations/17177,No,BSc,Applied Sciences,,[],,only_chatgpt,RED,[],[],comparison_status=only_chatgpt;color=RED;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,4052LEON3,Chemical Product Design,https://studiegids.tudelft.nl/courses/study-guide/educations/17192,No,BSc,Applied Sciences,,[],,only_chatgpt,RED,[],[],comparison_status=only_chatgpt;color=RED;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,4052LEON4,Bachelor Thesis Project,https://studiegids.tudelft.nl/courses/study-guide/educations/17193,No,BSc,Applied Sciences,,[],,only_chatgpt,RED,[],[],comparison_status=only_chatgpt;color=RED;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,4052NUMT3,Numerical Techniques,https://studiegids.tudelft.nl/courses/study-guide/educations/17178,No,BSc,Applied Sciences,,[],,only_chatgpt,RED,[],[],comparison_status=only_chatgpt;color=RED;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,4052ORGC2,Organic Chemistry 2,https://studiegids.tudelft.nl/courses/study-guide/educations/17186,No,BSc,Applied Sciences,,[],,only_chatgpt,RED,[],[],comparison_status=only_chatgpt;color=RED;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,4052SCHTE,Separation Technology,https://studiegids.tudelft.nl/courses/study-guide/educations/17191,No,BSc,Applied Sciences,,[],,only_chatgpt,RED,[],[],comparison_status=only_chatgpt;color=RED;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,4052STAME,Statistical Methods,https://studiegids.tudelft.nl/courses/study-guide/educations/17194,No,BSc,Applied Sciences,,[],,only_chatgpt,RED,[],[],comparison_status=only_chatgpt;color=RED;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,4052STEVM,Structure and Properties of Materials,https://studiegids.tudelft.nl/courses/study-guide/educations/17179,No,BSc,Applied Sciences,,[],,only_chatgpt,RED,[],[],comparison_status=only_chatgpt;color=RED;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,4052STTS6,Statistical Thermodynamics / Spectroscopy,https://studiegids.tudelft.nl/courses/study-guide/educations/17195,No,BSc,Applied Sciences,,[],,only_chatgpt,RED,[],[],comparison_status=only_chatgpt;color=RED;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,4052THECH,Theoretical Chemistry,https://studiegids.tudelft.nl/courses/study-guide/educations/17183,No,BSc,Applied Sciences,,[],,only_chatgpt,RED,[],[],comparison_status=only_chatgpt;color=RED;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,4082LINAN,Linear Analysis,https://studiegids.tudelft.nl/courses/study-guide/educations/17354,No,MSc,External institution,,[],,only_chatgpt,RED,[],[],comparison_status=only_chatgpt;color=RED;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,4343APQAL,Applied Quantum Algorithms,https://studiegids.tudelft.nl/courses/study-guide/educations/17355,No,MSc,External institution,,[],,only_chatgpt,RED,[],[],comparison_status=only_chatgpt;color=RED;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,4343INTML,Introduction to Machine Learning,https://studiegids.tudelft.nl/courses/study-guide/educations/17356,No,MSc,External institution,,[],,only_chatgpt,RED,[],[],comparison_status=only_chatgpt;color=RED;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,4373INTDS,Introduction to Dynamical Systems,https://studiegids.tudelft.nl/courses/study-guide/educations/17357,No,MSc,External institution,,[],,only_chatgpt,RED,[],[],comparison_status=only_chatgpt;color=RED;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,4373REPTH,Representation Theory,https://studiegids.tudelft.nl/courses/study-guide/educations/17358,No,MSc,External institution,,[],,only_chatgpt,RED,[],[],comparison_status=only_chatgpt;color=RED;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,4403CMPHAY,Computational Physics A,https://studiegids.tudelft.nl/courses/study-guide/educations/17359,No,MSc,External institution,,[],,only_chatgpt,RED,[],[],comparison_status=only_chatgpt;color=RED;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,4403CMPHBY,Computational Physics B,https://studiegids.tudelft.nl/courses/study-guide/educations/3775,No,MSc,External institution,,[],,only_chatgpt,RED,[],[],comparison_status=only_chatgpt;color=RED;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,4403COPH6,Condensed Matter Physics,https://studiegids.tudelft.nl/courses/study-guide/educations/17360,No,MSc,External institution,,[],,only_chatgpt,RED,[],[],comparison_status=only_chatgpt;color=RED;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,4403EFTH3Y,Effective Field Theory,https://studiegids.tudelft.nl/courses/study-guide/educations/23945,No,MSc,External institution,,[],,only_chatgpt,RED,[],[],comparison_status=only_chatgpt;color=RED;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,4403PHML3Y,Physics of Machine Learning,https://studiegids.tudelft.nl/courses/study-guide/educations/23944,No,MSc,External institution,,[],,only_chatgpt,RED,[],[],comparison_status=only_chatgpt;color=RED;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,4403QFTH6Y,Quantum Field Theory,https://studiegids.tudelft.nl/courses/study-guide/educations/23946,No,MSc,External institution,,[],,only_chatgpt,RED,[],[],comparison_status=only_chatgpt;color=RED;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,4403QOPT6,Quantum Optics,https://studiegids.tudelft.nl/courses/study-guide/educations/17362,No,MSc,External institution,,[],,only_chatgpt,RED,[],[],comparison_status=only_chatgpt;color=RED;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,4403QUTH6,Quantum Theory,https://studiegids.tudelft.nl/courses/study-guide/educations/17363,No,MSc,External institution,,[],,only_chatgpt,RED,[],[],comparison_status=only_chatgpt;color=RED;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,4403STPHAY,Statiscal Physics,https://studiegids.tudelft.nl/courses/study-guide/educations/17364,No,MSc,External institution,,[],,only_chatgpt,RED,[],[],comparison_status=only_chatgpt;color=RED;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,4403TCM06,Theory of Condensed Matter,https://studiegids.tudelft.nl/courses/study-guide/educations/3782,No,MSc,External institution,,[],,only_chatgpt,RED,[],[],comparison_status=only_chatgpt;color=RED;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,4403TGR64,Theory of General Relativity,https://studiegids.tudelft.nl/courses/study-guide/educations/23478,No,MSc,External institution,,[],,only_chatgpt,RED,[],[],comparison_status=only_chatgpt;color=RED;sdgs_chatgpt=[];sdgs_manual=[]
TRUE,4413BYGR5,Beyond Growth,https://studiegids.tudelft.nl/courses/study-guide/educations/20247,Yes,MSc,"Technology, Policy and Management",,"[1, 3, 8, 10, 11, 12, 13, 15, 16, 17]",TPM.csv,mismatch,ORANGE,"[10, 12, 13]","[1, 3, 8, 10, 11, 12, 13, 15, 16, 17]","comparison_status=mismatch;color=ORANGE;sdgs_chatgpt=[10, 12, 13];sdgs_manual=[1, 3, 8, 10, 11, 12, 13, 15, 16, 17]"
TRUE,4413CIRC5,Circular Economy,https://studiegids.tudelft.nl/courses/study-guide/educations/20252,Yes,MSc,"Technology, Policy and Management",,"[7, 8, 9, 11, 12, 13, 14, 15, 17]",TPM.csv,mismatch,ORANGE,"[9, 12, 13]","[7, 8, 9, 11, 12, 13, 14, 15, 17]","comparison_status=mismatch;color=ORANGE;sdgs_chatgpt=[9, 12, 13];sdgs_manual=[7, 8, 9, 11, 12, 13, 14, 15, 17]"
TRUE,4413EASYS,Earth System Science and Analysis,https://studiegids.tudelft.nl/courses/study-guide/educations/20236,Yes,MSc,"Technology, Policy and Management",,"[6, 7, 11, 12, 13, 14, 15, 17]",TPM.csv,mismatch,ORANGE,"[12, 13, 15]","[6, 7, 11, 12, 13, 14, 15, 17]","comparison_status=mismatch;color=ORANGE;sdgs_chatgpt=[12, 13, 15];sdgs_manual=[6, 7, 11, 12, 13, 14, 15, 17]"
TRUE,4413EIOAT,Environmental Input-Output Analysis,https://studiegids.tudelft.nl/courses/study-guide/educations/20251,Yes,MSc,"Technology, Policy and Management",,"[2, 7, 8, 11, 12, 13, 14, 15, 17]",TPM.csv,mismatch,ORANGE,"[9, 12, 13]","[2, 7, 8, 11, 12, 13, 14, 15, 17]","comparison_status=mismatch;color=ORANGE;sdgs_chatgpt=[9, 12, 13];sdgs_manual=[2, 7, 8, 11, 12, 13, 14, 15, 17]"
TRUE,4413GIS20,GIS: Spatial analysis in urban regions,https://studiegids.tudelft.nl/courses/study-guide/educations/20246,Yes,MSc,"Technology, Policy and Management",,"[11, 12, 13, 14, 15, 17]",TPM.csv,mismatch,ORANGE,"[9, 11, 12, 13]","[11, 12, 13, 14, 15, 17]","comparison_status=mismatch;color=ORANGE;sdgs_chatgpt=[9, 11, 12, 13];sdgs_manual=[11, 12, 13, 14, 15, 17]"
FALSE,4413IECS2Y,Industrial Ecology Capita Selecta Module,https://studiegids.tudelft.nl/courses/study-guide/educations/21291,No,MSc,"Technology, Policy and Management",,[],,only_chatgpt,RED,[],[],comparison_status=only_chatgpt;color=RED;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,4413IECS3Y,Industrial Ecology Capita Selecta Module,https://studiegids.tudelft.nl/courses/study-guide/educations/21292,No,MSc,"Technology, Policy and Management",,[],,only_chatgpt,RED,[],[],comparison_status=only_chatgpt;color=RED;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,4413IECS4Y,Industrial Ecology Capita Selecta Module,https://studiegids.tudelft.nl/courses/study-guide/educations/21293,No,MSc,"Technology, Policy and Management",,[],,only_chatgpt,RED,[],[],comparison_status=only_chatgpt;color=RED;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,4413IECS5Y,Industrial Ecology Capita Selecta Module,https://studiegids.tudelft.nl/courses/study-guide/educations/21294,No,MSc,"Technology, Policy and Management",,[],,only_chatgpt,RED,[],[],comparison_status=only_chatgpt;color=RED;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,4413IECS6Y,Industrial Ecology Capita Selecta Module,https://studiegids.tudelft.nl/courses/study-guide/educations/21295,No,MSc,"Technology, Policy and Management",,[],,only_chatgpt,RED,[],[],comparison_status=only_chatgpt;color=RED;sdgs_chatgpt=[];sdgs_manual=[]
TRUE,4413INTPR,Integrated Project: Industrial and Urban Systems,https://studiegids.tudelft.nl/courses/study-guide/educations/20242,Yes,MSc,"Technology, Policy and Management",,"[6, 7, 9, 11, 12, 13, 15, 17]",TPM.csv,mismatch,ORANGE,"[6, 7, 9, 11, 12, 13, 17]","[6, 7, 9, 11, 12, 13, 15, 17]","comparison_status=mismatch;color=ORANGE;sdgs_chatgpt=[6, 7, 9, 11, 12, 13, 17];sdgs_manual=[6, 7, 9, 11, 12, 13, 15, 17]"
TRUE,4413LCA10,LCA Practice en Reporting,https://studiegids.tudelft.nl/courses/study-guide/educations/20249,Yes,MSc,"Technology, Policy and Management",,"[7, 9, 12, 13]",TPM.csv,mismatch,ORANGE,"[9, 12, 13]","[7, 9, 12, 13]","comparison_status=mismatch;color=ORANGE;sdgs_chatgpt=[9, 12, 13];sdgs_manual=[7, 9, 12, 13]"
TRUE,4413MAPPT,Methods: Analysing Physical Processes,https://studiegids.tudelft.nl/courses/study-guide/educations/20237,Yes,MSc,"Technology, Policy and Management",,"[6, 7, 9, 12, 13, 14, 15]",TPM.csv,mismatch,ORANGE,"[9, 12]","[6, 7, 9, 12, 13, 14, 15]","comparison_status=mismatch;color=ORANGE;sdgs_chatgpt=[9, 12];sdgs_manual=[6, 7, 9, 12, 13, 14, 15]"
TRUE,4413MASPL,Methods: Analysing Social Processes,https://studiegids.tudelft.nl/courses/study-guide/educations/20239,Yes,MSc,"Technology, Policy and Management",,"[7, 10, 11, 16, 17]",TPM.csv,mismatch,ORANGE,[],"[7, 10, 11, 16, 17]","comparison_status=mismatch;color=ORANGE;sdgs_chatgpt=[];sdgs_manual=[7, 10, 11, 16, 17]"
TRUE,4413MFA10,Material Flow Analysis,https://studiegids.tudelft.nl/courses/study-guide/educations/21296,Yes,MSc,"Technology, Policy and Management",,"[7, 8, 9, 11, 12, 13]",TPM.csv,mismatch,ORANGE,"[9, 11, 12, 13]","[7, 8, 9, 11, 12, 13]","comparison_status=mismatch;color=ORANGE;sdgs_chatgpt=[9, 11, 12, 13];sdgs_manual=[7, 8, 9, 11, 12, 13]"
TRUE,4413SDIEL,System Design for Industrial Ecology,https://studiegids.tudelft.nl/courses/study-guide/educations/20240,Yes,MSc,"Technology, Policy and Management",,"[9, 11, 12, 13]",TPM.csv,mismatch,ORANGE,[],"[9, 11, 12, 13]","comparison_status=mismatch;color=ORANGE;sdgs_chatgpt=[];sdgs_manual=[9, 11, 12, 13]"
TRUE,4413SOCMB,Society's Metabolism,https://studiegids.tudelft.nl/courses/study-guide/educations/20238,Yes,MSc,"Technology, Policy and Management",,"[6, 7, 8, 11, 12, 13, 14, 15, 17]",TPM.csv,mismatch,ORANGE,"[2, 6, 12, 13]","[6, 7, 8, 11, 12, 13, 14, 15, 17]","comparison_status=mismatch;color=ORANGE;sdgs_chatgpt=[2, 6, 12, 13];sdgs_manual=[6, 7, 8, 11, 12, 13, 14, 15, 17]"
TRUE,4413SUAP6,Sustainability Analysis in Python,https://studiegids.tudelft.nl/courses/study-guide/educations/20254,Yes,MSc,"Technology, Policy and Management",,"[9, 12, 13]",TPM.csv,mismatch,ORANGE,[],"[9, 12, 13]","comparison_status=mismatch;color=ORANGE;sdgs_chatgpt=[];sdgs_manual=[9, 12, 13]"
TRUE,4413SUSAP,Sustainability Analysis in Python,https://studiegids.tudelft.nl/courses/study-guide/educations/20255,Yes,MSc,"Technology, Policy and Management",,"[9, 12, 13]",TPM.csv,mismatch,ORANGE,[],"[9, 12, 13]","comparison_status=mismatch;color=ORANGE;sdgs_chatgpt=[];sdgs_manual=[9, 12, 13]"
FALSE,4413SUSCH,Sustainability Challenge,https://studiegids.tudelft.nl/courses/study-guide/educations/20243,No,MSc,"Technology, Policy and Management",,[],TPM.csv,match,GREEN,[],[],comparison_status=match;color=GREEN;sdgs_chatgpt=[];sdgs_manual=[]
TRUE,4413THPC1,Thesis Preparation Course,https://studiegids.tudelft.nl/courses/study-guide/educations/21289,Yes,MSc,"Technology, Policy and Management",,[4],,only_chatgpt,RED,[4],[],comparison_status=only_chatgpt;color=RED;sdgs_chatgpt=[4];sdgs_manual=[]
TRUE,4413THPC2,Thesis Preparation Course,https://studiegids.tudelft.nl/courses/study-guide/educations/21290,Yes,MSc,"Technology, Policy and Management",,[4],,only_chatgpt,RED,[4],[],comparison_status=only_chatgpt;color=RED;sdgs_chatgpt=[4];sdgs_manual=[]
TRUE,4413TRIGL,"Transitions, Innovation en Governance",https://studiegids.tudelft.nl/courses/study-guide/educations/20241,Yes,MSc,"Technology, Policy and Management",,"[7, 9, 10, 11, 12, 13, 16]",TPM.csv,mismatch,ORANGE,"[7, 9, 12, 13, 16, 17]","[7, 9, 10, 11, 12, 13, 16]","comparison_status=mismatch;color=ORANGE;sdgs_chatgpt=[7, 9, 12, 13, 16, 17];sdgs_manual=[7, 9, 10, 11, 12, 13, 16]"
TRUE,4413TRP30Y,Thesis Research Project,https://studiegids.tudelft.nl/courses/study-guide/educations/20245,Yes,MSc,"Technology, Policy and Management",,"[6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",TPM.csv,mismatch,ORANGE,"[12, 13]","[6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","comparison_status=mismatch;color=ORANGE;sdgs_chatgpt=[12, 13];sdgs_manual=[6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]"
TRUE,4603BSENI,Entrepreneurship and Innovation,https://studiegids.tudelft.nl/courses/study-guide/educations/17534,Yes,MSc,Applied Sciences,,"[8, 9]",AS.csv,mismatch,ORANGE,[],"[8, 9]","comparison_status=mismatch;color=ORANGE;sdgs_chatgpt=[];sdgs_manual=[8, 9]"
TRUE,4603BSFT3,Financing Technology Ventures,https://studiegids.tudelft.nl/courses/study-guide/educations/3785,Yes,MSc,Applied Sciences,,[8],AS.csv,mismatch,ORANGE,[],[8],comparison_status=mismatch;color=ORANGE;sdgs_chatgpt=[];sdgs_manual=[8]
TRUE,4603BSLMP,Leading and Managing People,https://studiegids.tudelft.nl/courses/study-guide/educations/17535,Yes,MSc,Applied Sciences,,[8],AS.csv,mismatch,ORANGE,[],[8],comparison_status=mismatch;color=ORANGE;sdgs_chatgpt=[];sdgs_manual=[8]
TRUE,4603BSMA4,Marketing Analytics,https://studiegids.tudelft.nl/courses/study-guide/educations/17536,Yes,MSc,Applied Sciences,,[9],AS.csv,mismatch,ORANGE,[],[9],comparison_status=mismatch;color=ORANGE;sdgs_chatgpt=[];sdgs_manual=[9]
TRUE,4603BSMSX,Management Science,https://studiegids.tudelft.nl/courses/study-guide/educations/17537,Yes,MSc,Applied Sciences,,[9],AS.csv,mismatch,ORANGE,[],[9],comparison_status=mismatch;color=ORANGE;sdgs_chatgpt=[];sdgs_manual=[9]
FALSE,4609COMNW,Complex Networks,https://studiegids.tudelft.nl/courses/study-guide/educations/17365,No,MSc,External institution,,[],,only_chatgpt,RED,[],[],comparison_status=only_chatgpt;color=RED;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,5.100.017,Geological & Engineering Basics of Final Disposal,https://studiegids.tudelft.nl/courses/study-guide/educations/22186,No,MSc,External institution,,[],,only_chatgpt,RED,[],[],comparison_status=only_chatgpt;color=RED;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,5.314.570,Geophysical Logging and Log Interpretation,https://studiegids.tudelft.nl/courses/study-guide/educations/22170,No,MSc,External institution,,[],,only_chatgpt,RED,[],[],comparison_status=only_chatgpt;color=RED;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,5.318.482,Hydrogeophysics,https://studiegids.tudelft.nl/courses/study-guide/educations/22178,No,MSc,External institution,,[],,only_chatgpt,RED,[],[],comparison_status=only_chatgpt;color=RED;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,5.326.003,Rockphysics Laboratory,https://studiegids.tudelft.nl/courses/study-guide/educations/22169,No,MSc,External institution,,[],,only_chatgpt,RED,[],[],comparison_status=only_chatgpt;color=RED;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,5.326.004,Scientific Machine Learning,https://studiegids.tudelft.nl/courses/study-guide/educations/22182,No,MSc,External institution,,[],,only_chatgpt,RED,[],[],comparison_status=only_chatgpt;color=RED;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,5.329.469,Engineering geophysics,https://studiegids.tudelft.nl/courses/study-guide/educations/22179,No,MSc,External institution,,[],,only_chatgpt,RED,[],[],comparison_status=only_chatgpt;color=RED;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,5.330.255,Seismic Interpretation and Well Integration,https://studiegids.tudelft.nl/courses/study-guide/educations/22196,No,MSc,External institution,,[],,only_chatgpt,RED,[],[],comparison_status=only_chatgpt;color=RED;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,5.331.439,Data analysis in Geoscience,https://studiegids.tudelft.nl/courses/study-guide/educations/22197,No,MSc,External institution,,[],,only_chatgpt,RED,[],[],comparison_status=only_chatgpt;color=RED;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,5.331.582.01,Remote Sensing of Geohazards,https://studiegids.tudelft.nl/courses/study-guide/educations/22187,No,MSc,External institution,,[],,only_chatgpt,RED,[],[],comparison_status=only_chatgpt;color=RED;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,5.331.582.02,Remote Sensing - Advanced Methods,https://studiegids.tudelft.nl/courses/study-guide/educations/22188,No,MSc,External institution,,[],,only_chatgpt,RED,[],[],comparison_status=only_chatgpt;color=RED;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,5.331.637.01,Rockphysics,https://studiegids.tudelft.nl/courses/study-guide/educations/22168,No,MSc,External institution,,[],,only_chatgpt,RED,[],[],comparison_status=only_chatgpt;color=RED;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,5.332.383,Underground Excavation,https://studiegids.tudelft.nl/courses/study-guide/educations/22198,No,MSc,External institution,,[],,only_chatgpt,RED,[],[],comparison_status=only_chatgpt;color=RED;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,5.342.487,Computational Continuum Mechanics,https://studiegids.tudelft.nl/courses/study-guide/educations/22180,No,MSc,External institution,,[],,only_chatgpt,RED,[],[],comparison_status=only_chatgpt;color=RED;sdgs_chatgpt=[];sdgs_manual=[]
